symbol,name,price,marketCap,volume,industry
EP,Empire Petroleum Corporation Common Stock,2.52,100276354.0,31515,Energy
MMLP,Martin Midstream Partners L.P. Limited Partnership,2.38,93116753.0,1767,Energy
GLND,Greenland Energy Company Common Stock,1.89,82650067.0,537439,Energy
NRT,North European Oil Royality Trust Common Stock,8.59,78947168.0,25350,Energy
CRT,Cross Timbers Royalty Trust Common Stock,9.97,59820000.0,5951,Energy
BSIN,Big Sky Industrial Inc. Common Stock,1.11,58075676.0,1712521,Energy
VOC,VOC Energy Trust Units of Beneficial Interest,3.41,57970000.0,264016,Energy
PVL,Permianville Royalty Trust Units of Beneficial Interest,1.69,55770000.0,23678,Energy
AGIG,Abundia Global Impact Group Inc. Common stock,0.95,41821680.0,35867,Energy
KLXE,KLX Energy Services Holdings Inc. Common Stock,2.025,40321312.0,113730,Energy
GLNDW,Greenland Energy Company Warrant,0.669,29255500.0,26798,Energy
BATL,Battalion Oil Corporation Common Stock,1.28,28184127.0,9645590,Energy
PRT,PermRock Royalty Trust Units of Beneficial Interest,2.12,25791352.0,20131,Energy
CKX,CKX Lands Inc. Common Stock,10.8,22173793.0,20340,Energy
MXC,Mexco Energy Corporation Common Stock,8.75,17902500.0,1812,Energy
ANNAW,AleAnna Inc. Warrant,0.23,15394912.0,109129,Energy
BRN,Barnwell Industries Inc. Common Stock,0.95,13675782.0,81515,Energy
MARPS,Marine Petroleum Trust Units of Beneficial Interest,4.59,9180000.0,2206,Energy
MTR,Mesa Royalty Trust Common Stock,2.885,5376457.0,3954,Energy
GBR,New Concept Energy Inc Common Stock,0.684,3510243.0,25652,Energy
METCI,Ramaco Resources Inc. 8.250% Senior Notes due 2030,25.19,0.0,1063,Energy
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,25.33,0.0,2610,Energy
