symbol,name,price,marketCap,volume,industry
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,101.275,6972994605.0,44916,Health Care
CAI,Caris Life Sciences Inc. Common Stock,24.44,6906626346.0,699896,Health Care
PACS,PACS Group Inc. Common Stock,43.07,6819514809.0,43402,Health Care
SRRK,Scholar Rock Holding Corporation Common Stock,55.845,6801099073.0,328924,Health Care
CHE,Chemed Corp,511.945,6691101184.0,11904,Health Care
LNTH,Lantheus Holdings Inc. Common Stock,100.83,6581412966.0,53043,Health Care
CGON,CG Oncology Inc. Common stock,73.94,6554069328.0,53162,Health Care
MIRM,Mirum Pharmaceuticals Inc. Common Stock,100.645,6535101571.0,57580,Health Care
MMED,MiniMed Group Inc. Common Stock,22.822,6420968125.0,53639,Health Care
HIMS,Hims & Hers Health Inc. Class A Common Stock,27.36,6383454980.0,1976599,Health Care
TVTX,Travere Therapeutics Inc. Common Stock,66.82,6298525499.0,172662,Health Care
ORKA,Oruka Therapeutics Inc. Common Stock,94.44,6252843974.0,41329,Health Care
LQDA,Liquidia Corporation Common Stock,68.34,6117037611.0,143606,Health Care
COGT,Cogent Biosciences Inc. Common Stock,35.24,6115020366.0,197926,Health Care
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,78.315,6110450578.0,86036,Health Care
DNTH,Dianthus Therapeutics Inc. Common Stock,108.35,6060489856.0,78188,Health Care
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,17.245,6006364813.0,130460,Health Care
LGND,Ligand Pharmaceuticals Incorporated Common Stock,289.49,5771159449.0,29124,Health Care
ERAS,Erasca Inc. Common Stock,16.48,5764078337.0,700109,Health Care
TFX,Teleflex Incorporated Common Stock,135.9,5758408752.0,25391,Health Care
PTCT,PTC Therapeutics Inc. Common Stock,68.5,5717064937.0,70196,Health Care
RDNT,RadNet Inc. Common Stock,70.775,5569798364.0,49447,Health Care
SHC,Sotera Health Company Common Stock,18.355,5238054362.0,106667,Health Care
MMSI,Merit Medical Systems Inc. Common Stock,87.42,5219884916.0,44202,Health Care
DFTX,Definium Therapeutics Inc. Common Shares,38.625,5189923444.0,173309,Health Care
PBLS,Parabilis Medicines Inc. Common Stock,39.905,4866495757.0,34502,Health Care
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,27.855,4799570204.0,129542,Health Care
LFST,LifeStance Health Group Inc. Common Stock,12.54,4790977337.0,2315454,Health Care
EWTX,Edgewise Therapeutics Inc. Common Stock,43.88,4765549181.0,96193,Health Care
BLLN,BillionToOne Inc. Class A Common Stock,99.23,4682369781.0,92616,Health Care
HAE,Haemonetics Corporation Common Stock,101.7966,4631445102.0,27978,Health Care
CELC,Celcuity Inc. Common Stock,92.775,4539657765.0,99507,Health Care
ELVN,Enliven Therapeutics Inc. Common Stock,59.31,4345688835.0,60349,Health Care
ITGR,Integer Holdings Corporation Common Stock,126.37,4295575106.0,71337,Health Care
CON,Concentra Group Holdings Parent Inc. Common Stock,33.65,4290971816.0,54337,Health Care
NVST,Envista Holdings Corporation Common Stock,26.63,4277249591.0,129363,Health Care
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,34.07,4274363702.0,124891,Health Care
TNGX,Tango Therapeutics Inc.,24.63,4152873339.0,1252955,Health Care
RLAY,Relay Therapeutics Inc. Common Stock,18.82,4124245495.0,277022,Health Care
IRTC,iRhythm Holdings Inc. Common Stock,124.155,4092521637.0,52998,Health Care
HTFL,Heartflow Inc. Common Stock,47.015,4088124773.0,281267,Health Care
ICUI,ICU Medical Inc. Common Stock,161.47,4037886426.0,42078,Health Care
VKTX,Viking Therapeutics Inc. Common Stock,34.27,3997696151.0,234741,Health Care
LEGN,Legend Biotech Corporation American Depositary Shares,20.02,3893658028.0,146422,Health Care
IOVA,Iovance Biotherapeutics Inc. Common Stock,8.5511,3873404012.0,1140545,Health Care
ADPT,Adaptive Biotechnologies Corporation Common Stock,24.23,3867007252.0,131015,Health Care
DYN,Dyne Therapeutics Inc. Common Stock,20.11,3755470727.0,1493850,Health Care
IDYA,IDEAYA Biosciences Inc. Common Stock,38.84,3747651559.0,48982,Health Care
TARS,Tarsus Pharmaceuticals Inc. Common Stock,85.3,3743219559.0,59060,Health Care
RCUS,Arcus Biosciences Inc. Common Stock,28.85,3673567898.0,472678,Health Care
OGN,Organon & Co. Common Stock ,13.745,3609566657.0,137983,Health Care
PLSE,Pulse Biosciences Inc Common Stock (DE),49.715,3545803407.0,62984,Health Care
GRAL,GRAIL Inc. Common Stock ,79.2,3537565733.0,206676,Health Care
OPCH,Option Care Health Inc. Common Stock,23.365,3499732203.0,160659,Health Care
VCYT,Veracyte Inc. Common Stock,43.26,3477703023.0,104438,Health Care
DNLI,Denali Therapeutics Inc. Common Stock,21.63,3457499327.0,254905,Health Care
NHC,National HealthCare Corporation Common Stock,219.5963,3439184395.0,21460,Health Care
GPCR,Structure Therapeutics Inc. American Depositary Shares,44.6,3180419622.0,344302,Health Care
CLDX,Celldex Therapeutics Inc.,39.5102,3102717515.0,90196,Health Care
MBX,MBX Biosciences Inc. Common Stock,63.09,3038420457.0,54715,Health Care
ARQT,Arcutis Biotherapeutics Inc. Common Stock,24.08,3026662421.0,217794,Health Care
IMNM,Immunome Inc. Common Stock,26.63,3024572260.0,74456,Health Care
TMDX,TransMedics Group Inc. Common Stock,86.7,3006335072.0,113265,Health Care
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,13.642,2976953093.0,184254,Health Care
WRBY,Warby Parker Inc. Class A Common Stock,23.99,2965357215.0,435891,Health Care
IRON,Disc Medicine Inc. Common Stock,75.87,2912865074.0,23154,Health Care
BKD,Brookdale Senior Living Inc. Common Stock,12.085,2886106490.0,259848,Health Care
SLS,SELLAS Life Sciences Group Inc. Common Stock,14.01,2829259383.0,1235991,Health Care
MLYS,Mineralys Therapeutics Inc. Common Stock,31.27,2764483294.0,263261,Health Care
NRIX,Nurix Therapeutics Inc. Common stock,26.51,2751252416.0,207813,Health Care
ATRC,AtriCure Inc. Common Stock,52.77,2684214334.0,172646,Health Care
BEAM,Beam Therapeutics Inc. Common Stock,25.97,2682380660.0,533815,Health Care
ALHC,Alignment Healthcare Inc. Common Stock,12.73,2640649447.0,749226,Health Care
NEOG,Neogen Corporation Common Stock,12.1,2639082661.0,966255,Health Care
VRDN,Viridian Therapeutics Inc. Common Stock,23.27,2636311100.0,176516,Health Care
CDNA,CareDx Inc. Common Stock,50.935,2635082649.0,145258,Health Care
RVMDW,Revolution Medicines Inc. Warrant,12.24,2623477756.0,4108,Health Care
PRVA,Privia Health Group Inc. Common Stock,20.35,2599391112.0,85259,Health Care
WGS,GeneDx Holdings Corp. Class A Common Stock,85.475,2549081692.0,110042,Health Care
ACHC,Acadia Healthcare Company Inc. Common Stock,27.265,2538378998.0,86933,Health Care
AXGN,Axogen Inc. Common Stock,47.02,2527866341.0,43380,Health Care
NKTR,Nektar Therapeutics  Common Stock,73.79,2519411527.0,160252,Health Care
VERA,Vera Therapeutics Inc. Class A Common Stock,34.76,2504921525.0,97175,Health Care
